label,message,length
ham,"['Aight', 'plan', 'come', 'later', 'tonight']",50
ham,"['Die', 'accidentally', 'deleted', 'e', 'msg', 'suppose', '2', 'put', 'e', 'sim', 'archive', 'Haiz', 'sad']",89
spam,"['Welcome', 'UKmobiledate', 'msg', 'FREE', 'giving', 'free', 'calling', '08719839835', 'Future', 'mgs', 'billed', '150p', 'daily', 'cancel', 'send', 'go', 'stop', '89123']",149
ham,"['wishing', 'great', 'day', 'Moji', 'told', 'offer', 'always', 'speechless', 'offer', 'easily', 'go', 'great', 'lengths', 'behalf', 'stunning', 'exam', 'next', 'friday', 'keep', 'touch', 'Sorry']",237
ham,"['Thanks', 'reply', 'today', 'ur', 'visa', 'coming', 'r', 'u', 'still', 'buying', 'gucci', 'bags', 'sister', 'things', 'easy', 'uncle', 'john', 'also', 'bills', 'really', 'need', 'think', 'make', 'money', 'Later', 'sha']",236
ham,"['Sorry', 'flaked', 'last', 'night', 'shits', 'seriously', 'goin', 'roommate', 'tonight']",95
ham,"['said', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'thk', 'hes', 'cutting', 'quite', 'short', '4', 'leh']",85
ham,"['Ranjith', 'cal', 'drpd', 'Deeraj', 'deepak', '5min', 'hold']",44
ham,"['CHEERS', 'CALLIN', 'BABESOZI', 'CULDNT', 'TALKBUT', 'WANNATELL', 'U', 'DETAILS', 'LATER', 'WENWECAN', 'CHAT', 'PROPERLY', 'X']",95
ham,"['Hey', 'u', 'still', 'gym']",23
ham,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'OK', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'Wife']",145
ham,"['Much', 'better', 'thanks', 'lol']",26
ham,"['Nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'Sorry', 'lor', 'da', 'guys', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', '2', 'meet', 'xy', 'ask', '2', 'bring', 'u', 'along', '4', 'next', 'meeting']",160
ham,"['Lemme', 'know', 'swing', 'pick', 'Im', 'free', 'basically', 'time', '1', 'semester']",97
ham,"['Wa', 'U', 'efficient', 'Gee', 'Thanx']",39
spam,"['3', 'received', 'mobile', 'content', 'Enjoy']",47
ham,"['able', 'sleep']",24
spam,"['Want', 'explicit', 'SEX', '30', 'secs', 'Ring', '02073162414', 'Costs', '20pmin']",65
ham,"['meet', 'soon', 'princess', 'Ttyl']",33
ham,"['Ill', 'pick', '515pm', 'go', 'taunton', 'still', 'want', 'come']",76
ham,"['Oh', '4', 'outside', 'players', 'allowed', 'play', 'know']",49
ham,"['anything', 'lor']",15
ham,"['Erutupalam', 'thandiyachu']",22
ham,"['cant', 'u', 'try', 'new', 'invention', 'flyim', 'joking']",51
ham,"['Noits', 'ful', 'song', 'lyrics']",28
ham,"['u', 'reckon', 'need', '2', 'arrange', 'transport', 'u', 'cant', 'thanks']",69
ham,"['True', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'makes', 'mistakes', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']",159
ham,"['Shopping', 'Eh', 'ger', 'toking', 'abt', 'syd', 'lehHaha']",44
ham,['standing'],24
ham,"['good', 'weekend']",20
ham,"['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'Thats', 'rule', 'One', 'great', 'phone', 'receiving', 'quality', 'wins']",126
ham,"['Call', 'get', 'chance', 'plz', 'lt3']",41
ham,"['new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']",40
ham,"['computer', 'fried', 'essential', 'part', 'dont', 'keep', 'spares', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'thing', 'running', 'full', 'ltgt', '7']",162
ham,"['friend', 'shes', 'studying', 'warwick', 'weve', 'planned', 'go', 'shopping', 'concert', 'tmw', 'may', 'canceled', 'havnt', 'seen', 'ages', 'yeah', 'get', 'together', 'sometime']",171
ham,"['Probably', 'couple', 'hours', 'tops']",28
ham,"['LOL', 'grins', 'Im', 'babe', 'thanks', 'thinking']",62
ham,"['Man', 'bus', 'slow', 'think', 'youre', 'gonna', 'get']",71
ham,"['Hope', 'text', 'meets', 'smiling', 'let', 'text', 'give', 'reason', 'smile', 'beautiful', 'day']",109
ham,"['case', 'wake', 'wondering', 'forgot', 'take', 'care', 'something', 'grandma', 'today', 'done', 'parade']",135
ham,['Ok'],2
spam,"['Latest', 'Nokia', 'Mobile', 'iPOD', 'MP3', 'Player', '£400', 'proze', 'GUARANTEED', 'Reply', 'WIN', '83355', 'Norcorp', 'Ltd£150Mtmsgrcvd18']",123
spam,"['SMS', 'SERVICES', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'STOP', 'extra', 'charge', 'help', '08702840625COMUK', '220CM2', '9AE']",158
ham,"['Nvm', 'take', 'ur', 'time']",17
ham,"['wats', 'da', 'decision']",21
ham,"['Wot', 'u', '2', 'bitch']",25
ham,"['Stupidits', 'possible']",23
ham,"['told', 'hr', 'want', 'posting', 'chennaibecause', 'im', 'working']",74
spam,"['Mobile', 'Club', 'Choose', 'top', 'quality', 'items', 'mobile', '7cfca1a']",73
ham,"['guys', 'leaving']",26
ham,"['neva', 'grumble', 'sad', 'lor', 'Hee', 'Buy', 'tmr', 'lor', 'aft', 'lunch', 'still', 'meetin', '4', 'lunch', 'tmr', 'Neva', 'hear', 'fr', 'lei', 'Ü', 'got', 'lot', 'work', 'ar']",148
ham,"['able', 'anything']",24
ham,"['Ü', 'takin', 'linear', 'algebra', 'today']",29
ham,"['weekend', 'fine', 'excuse', 'much', 'decorating']",62
ham,"['Sorry', 'missed', 'babe', 'late', 'slept', 'hope', 'enjoy', 'driving', 'lesson', 'boytoy', 'miss', 'teasing', 'kiss']",132
ham,"['project', 'pa', 'come']",43
spam,"['Money', 'wining', 'number', '946', 'wot', 'next']",51
ham,"['Sure', 'whenever', 'show', 'fuck', 'gt']",42
ham,"['random', 'saw', 'old', 'roomate', 'campus', 'graduated']",58
spam,"['Congrats', '2', 'mobile', '3G', 'Videophones', 'R', 'call', '09061744553', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'Dload', 'polyH', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150pm']",161
ham,"['Men', 'always', 'needs', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'law', 'allows', 'one', 'wife']",125
ham,"['sucks', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine', 'arent']",94
ham,"['got', 'part', 'Nottingham', '3', 'hrs', '63miles', 'Good', 'thing', 'love', 'man', 'much', '40mph', 'Hey', 'ho']",104
ham,"['think', 'one', 'saying', 'clearly', 'Ok', 'leave', 'need', 'ask', 'go', 'come']",94
ham,"['Hi', 'good', 'mornin', 'Thanku', 'wish', 'u']",39
ham,"['U', 'WANT', '2', 'MEET', '2MORRO']",26
ham,"['Actually', 'decided', 'hungry', 'havent', 'left', 'yet', 'V']",60
ham,"['Ive', 'sent', 'ü', 'part']",21
ham,"['Cos', 'shopping', 'wif', 'darren', 'jus', 'n', 'called', '2', 'ask', 'wat', 'present', 'wan', 'lor', 'started', 'guessing', 'wif', 'n', 'finally', 'guessed', 'darren', 'lor']",158
spam,"['want', 'cock', 'hubbys', 'away', 'need', 'real', 'man', '2', 'satisfy', 'Txt', 'WIFE', '89938', 'strings', 'action', 'Txt', 'STOP', '2', 'end', 'txt', 'rec', '£150ea', 'OTBox', '731', 'LA1', '7WS']",162
ham,"['Understand', 'loss', 'gain', 'work', 'School']",58
ham,"['U', 'MISSED', 'U', 'HAVENT', '2', 'MUCH', 'BIT', 'BORED', 'HOLIDAY', 'WANT', '2', 'GO', 'BAK', '2', 'COLLEGE', 'SAD', 'ISNT', 'ITxx']",120
ham,"['Hiya', 'probably', 'coming', 'home', 'weekend', 'next']",47
ham,"['Dont', 'forget', 'though', 'love', 'walk', 'beside', 'Watching', 'keeping', 'heart', 'warm']",110
ham,"['wish', 'things', 'different', 'wonder', 'able', 'show', 'much', 'value', 'Pls', 'continue', 'brisk', 'walks', 'drugs', 'without', 'askin', 'please', 'find', 'things', 'laugh', 'love', 'dearly']",205
ham,"['Ok', 'days', 'making', 'dinner', 'tonite', 'invited']",73
spam,"['Gr8', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girls', 'live', 'ur', 'phone', '4', 'details', 'text', 'horny', '89070', 'cancel', 'send', 'STOP', '89070']",160
ham,"['money', '4', 'steve', 'mate']",31
ham,"['IM', 'LATE', 'TELLMISS', 'IM', 'WAY']",29
ham,"['Never', 'blame', 'day', 'ur', 'life', 'Good', 'days', 'give', 'u', 'happiness', 'Bad', 'days', 'give', 'u', 'experience', 'essential', 'life', 'Gods', 'blessings', 'good', 'morning']",152
ham,"['Normally', 'use', 'drink', 'water', 'daily']",42
ham,"['Dare', 'ask', 'luck', 'sorting', 'car']",48
ham,"['Partys', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room', 'one']",137
ham,"['Urgh', 'coach', 'hot', 'smells', 'chip', 'fat', 'Thanks', 'especially', 'duvet', 'predictive', 'text', 'word']",105
ham,"['Hiya', 'last', 'night', 'Ive', 'naughty', 'bought', 'clothes', 'little', 'Ready', 'shopping', 'tho', 'kind', 'time', 'wanna', 'meet']",155
spam,"['FreeMsg', 'Hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', 'Wanna', 'C', 'hot', 'pic', 'Fancy', 'chatIm', 'w8in', '4uTxt', 'rply', 'CHAT', '82242', 'Hlp', '08712317606', 'Msg150p', '2rcv']",143
ham,"['Ive', 'trying', 'reach', 'without', 'success']",45
ham,"['derek', 'done', 'class']",35
ham,"['Never', 'lei', 'v', 'lazy', 'Got', 'wat', 'Dat', 'day', 'ü', 'send', 'da', 'url', 'cant', 'work', 'one']",77
ham,"['Never', 'try', 'alone', 'take', 'weight', 'tear', 'comes', 'ur', 'heart', 'falls', 'ur', 'eyes', 'Always', 'remember', 'STUPID', 'FRIEND', 'share', 'BSLVYL']",159
ham,"['Hey', 'mate', 'Spoke', 'mag', 'people', 'We‘re', 'deliver', 'end', 'month', 'Deliver', '24th', 'sept', 'Talk', 'later']",124
ham,"['Hope', 'good', 'week', 'checking']",49
ham,"['Haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']",73
ham,"['Hey', 'u', 'fancy', 'meetin', '4', 'cha', '\x96', 'hav', 'lil', 'beverage', 'txt', 'ring', 'meet', 'l8r', 'quite', 'tired', 'got', '3', 'vpist', 'love', 'Pete', 'x', 'x', 'x']",161
ham,"['Great', 'safe', 'trip', 'Dont', 'panic', 'surrender']",50
ham,"['SYMPTOMS', 'U', 'love', '1U', 'like', 'listening', 'songs', '2U', 'get', 'stopped', 'u', 'see', 'name', 'beloved', '3U', 'wont', 'get', 'angry']",137
ham,"['Sun', 'ah', 'Thk', 'mayb', 'dun', 'anythin', 'Thk', 'book', 'e', 'lesson', 'E', 'pilates', 'orchard', 'mrt', 'u', 'noe', 'hor']",120
ham,"['Try', 'something', 'dear', 'read', 'something', 'exams']",54
ham,"['7', 'wonders', 'WORLD', '7th', '6th', 'Ur', 'style', '5th', 'Ur', 'smile', '4th', 'Ur', 'Personality', '3rd', 'Ur', 'Nature', '2nd', 'Ur', 'SMS', '1st', 'Ur', 'Lovely', 'Friendship', 'good', 'morning', 'dear']",151
ham,"['Gettin', 'rdy', 'ship', 'comp']",23
ham,"['hospital', 'da', 'return', 'home', 'evening']",52
ham,"['PISS', 'TALKING', 'SOMEONE', 'REALISE', 'U', 'POINT', 'ITNOW', 'READ', 'BACKWARDS']",90
ham,"['Think', 'da', 'wil']",23
ham,"['Im', 'awake', 'oh', 'Whats']",24
ham,"['Good', 'afternoon', 'boytoy', 'goes', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']",156
ham,"['much', 'u', 'trying', 'get']",25
ham,"['Come', 'around', 'ltDECIMALgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']",73
ham,"['Tell', 'address']",34
ham,"['Honeybee', 'Said', 'Im', 'Sweetest', 'World', 'God', 'Laughed', 'amp', 'Said', 'WaitU', 'Havnt', 'Met', 'Person', 'Reading', 'Msg', 'MORAL', 'Even', 'GOD', 'Crack', 'Jokes', 'GMGNGEGN']",158
ham,"['buy', 'blackberry', 'bold', '2', 'torch', 'buy', 'new', 'used', 'Let', 'know', 'Plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']",208
ham,"['together', 'thinkin']",56
ham,"['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'u', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']",112
ham,"['TIME', 'come', 'tomorrow']",35
spam,"['Wanna', 'laugh', 'Try', 'CHITCHAT', 'mobile', 'Logon', 'txting', 'word', 'CHAT', 'send', '8883', 'CM', 'PO', 'Box', '4217', 'London', 'W1A', '6ZF', '16', '118pmsg', 'rcvd']",156
ham,"['CHA', 'QUITEAMUZING', 'THAT\x92SCOOL', 'BABEPROBPOP', 'CU', 'SATTHEN', 'HUNNY', '4BREKKIE', 'LOVE', 'JEN', 'XXX', 'PSXTRA', 'LRG', 'PORTIONS', '4', 'PLEASE']",119
ham,"['Omg', 'u', 'know', 'ate']",30
spam,"['URGENT', '2nd', 'attempt', 'contact', 'UU', '£1000CALL', '09071512432', 'b4', '300603tcsBCM4235WC1N3XXcallcost150ppmmobilesvary', 'max£7', '50']",142
ham,[],24
ham,"['directly', 'behind', 'Abt', '4', 'rows', 'behind', 'ü']",45
spam,"['Congratulations', 'ur', 'awarded', '500', 'CD', 'vouchers', '125gift', 'guaranteed', 'Free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'MUSIC', '87066']",115
spam,"['contract', 'mobile', '11', 'Mnths', 'Latest', 'Motorola', 'Nokia', 'etc', 'FREE', 'Double', 'Mins', 'Text', 'Orange', 'tariffs', 'TEXT', 'YES', 'callback', 'remove', 'records']",159
spam,"['Urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'Ibiza', 'Holiday', '10000', 'cash', 'await', 'collection', 'SAE', 'TCs', 'PO', 'BOX', '434', 'SK3', '8WP', '150', 'ppm', '18']",152
ham,"['plans', 'yet']",34
ham,"['Hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'ws', 'al', 'sudn']",142
ham,"['course', 'maths', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']",75
ham,"['Wow', 'didnt', 'think', 'common', 'take', 'back', 'ur', 'freak', 'Unless', 'u', 'chop']",95
spam,"['ur', 'chance', 'win', '£250', 'wkly', 'shopping', 'spree', 'TXT', 'SHOP', '80878', 'TsCs', 'wwwtxt2shopcom', 'custcare', '08715705022', '1x150pwk']",126
ham,"['Noooooooo', 'please', 'Last', 'thing', 'need', 'stress', 'life', 'fair']",77
spam,"['U', 'Secret', 'Admirer', 'looking', '2', 'make', 'contact', 'Ufind', 'Rreveal', 'thinks', 'UR', 'specialcall', '09065171142stopsms08718727870150ppm']",158
spam,"['Mila', 'age23', 'blonde', 'new', 'UK', 'look', 'sex', 'UK', 'guys', 'u', 'like', 'fun', 'Text', 'MTALK', '6986618', '30pptxt', '1st', '5free', '£150', 'increments', 'Help08718728876']",158
ham,"['Ill', 'see', 'swing', 'bit', 'got', 'things', 'take', 'care', 'firsg']",79
ham,"['wanted', 'wish', 'Happy', 'New', 'Year', 'wanted', 'talk', 'legal', 'advice', 'Gary', 'split', 'person', 'Ill', 'make', 'trip', 'Ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya']",229
ham,"['finished', 'work', 'yet', 'something']",44
ham,"['Tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'Tell', 'come', 'tomorrow']",117
spam,"['Well', 'done', 'ENGLAND', 'Get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'TONE', 'FLAG', '84199', 'Optout', 'txt', 'ENG', 'STOP', 'Box39822', 'W111WX', '£150']",155
ham,"['Right', 'wasnt', 'phoned', 'someone', 'number', 'like']",70
ham,"['ok', 'wun', 'b', 'angry', 'Msg', 'u', 'aft', 'come', 'home', 'tonight']",53
ham,"['good', 'time', 'nice', 'something', 'bit', 'different', 'weekends', 'change', 'See', 'ya', 'soon']",106
ham,"['Yo', 'sorry', 'shower', 'sup']",30
ham,"['Carlos', 'pick', 'Ill', 'swing', 'usf', 'little', 'bit']",86
ham,"['Full', 'heat', 'pa', 'applyed', 'oil', 'pa']",38
ham,"['Im', 'stuck', 'da', 'middle', 'da', 'row', 'da', 'right', 'hand', 'side', 'da', 'lt']",67
ham,"['laid', 'airtel', 'line', 'rest']",39
ham,"['Hi', 'u', 'decide', 'wot', '2', 'get', '4', 'bday', 'ill', 'prob', 'jus', 'get', 'voucher', 'frm', 'virgin', 'sumfing']",97
spam,"['FreeMsg', 'Txt', 'CALL', '86888', 'claim', 'reward', '3', 'hours', 'talk', 'time', 'use', 'phone', 'Subscribe6GBPmnth', 'inc', '3hrs', '16', 'stoptxtStop']",144
ham,"['Hey', 'j', 'r', 'u', 'feeling', 'better', 'hopeSo', 'hunny', 'amnow', 'feelin', 'ill', 'ithink', 'may', 'tonsolitusaswell', 'damn', 'iam', 'layin', 'bedreal', 'bored', 'lotsof', 'luv', 'xxxx']",153
ham,"['dont', 'plan', 'staying', 'night', 'prolly', 'wont', 'back', 'til', 'late']",73
ham,"['THANX', '4', 'PUTTIN', 'DA', 'FONE']",35
ham,"['need', '8th', 'Im', 'campus', 'atm', 'could', 'pick', 'hour', 'two']",72
ham,"['Oh', 'Haha', 'Den', 'shld', 'went', 'today', 'Gee', 'nvm', 'la', 'Kaiez', 'dun', 'mind', 'goin', 'jazz', 'oso', 'Scared', 'hiphop', 'open', 'cant', 'catch']",134
ham,"['running', 'managed', '5', 'minutes', 'needed', 'oxygen', 'Might', 'resort', 'roller', 'option']",106
ham,"['live', 'next', 'ltgt', 'mins']",35
ham,"['de', 'asking', 'like']",22
ham,"['glad', 'talking']",31
ham,"['Wat', 'time', 'ü', 'finish']",18
ham,"['Sorry', 'da', 'gone', 'mad', 'many', 'pending', 'works']",54
ham,"['much', 'got', 'cleaning']",29
ham,"['hows', 'favourite', 'person', 'today', 'r', 'u', 'workin', 'hard', 'couldnt', 'sleep', 'last', 'nite', 'nearly', 'rang', 'u', '430']",101
spam,"['Sunshine', 'Quiz', 'Win', 'super', 'Sony', 'DVD', 'recorder', 'canname', 'capital', 'Australia', 'Text', 'MQUIZ', '82277', 'B']",108
ham,"['Ü', 'called', 'dad', 'oredi']",21
ham,"['Good', 'think', 'could', 'send', 'pix', 'would', 'love', 'see', 'top', 'bottom']",89
ham,"['Nvm', 'Im', 'going', 'wear', 'sport', 'shoes', 'anyway', 'Im', 'going', 'late', 'leh']",75
ham,"['Sorry', 'Ill', 'call', 'later', 'meeting']",34
ham,"['LONG', 'FUCKIN', 'SHOWR']",27
ham,"['Received', 'understood', 'n', 'acted', 'upon']",34
ham,"['finally', 'came', 'fix', 'ceiling']",37
ham,"['U', 'need', 'presnts', 'always', 'bcz', 'U', 'cant', 'mis', 'love', 'jeevithathile', 'irulinae', 'neekunna', 'prakasamanu', 'sneham', 'prakasam', 'ennal', 'prabha', 'mns', 'prabha', 'isLOVE', 'Got', 'Dont', 'mis']",170
ham,"['Jus', 'finish', 'blowing', 'hair', 'U', 'finish', 'dinner', 'already']",52
ham,"['Im', 'bus', 'Love']",24
ham,"['Lol', 'knew', 'saw', 'dollar', 'store']",54
spam,"['Please', 'call', 'customer', 'service', 'representative', '0800', '169', '6031', '10am9pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",137
spam,"['Todays', 'Voda', 'numbers', 'ending', '7634', 'selected', 'receive', '£350', 'reward', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '7684', 'standard', 'rates', 'apply']",165
ham,"['saturday', 'sunday', 'holiday', 'difficult']",56
ham,"['Everybody', 'fun', 'evening', 'Miss']",41
ham,"['Got', 'hella', 'gas', 'money', 'want', 'go', 'grand', 'nature', 'adventure', 'galileo', 'little', 'bit']",89
ham,"['Im', 'meeting', 'call', 'later']",34
ham,"['Oh', 'wow', 'thats', 'gay', 'firmware', 'update', 'help']",43
ham,"['wont', 'move', 'morphine']",43
ham,"['come', 'din', 'c', 'ü', 'Yup', 'cut', 'hair']",42
ham,"['K', 'k', 'pa', 'lunch', 'aha']",26
ham,"['Oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'words']",55
ham,"['Captain', 'vijaykanth', 'comedy', 'captain', 'tvhe', 'drunken']",66
ham,"['course', 'guess', 'gods', 'got', 'hold', 'right']",55
ham,"['hide', 'anythiing', 'keeping', 'distance']",49
ham,['Havent'],7
spam,"['ripped', 'Get', 'mobile', 'content', 'wwwclubmobycom', 'call', '08717509990', 'polytruePixRingtonesGames', 'six', 'downloads', '3']",143
ham,"['Sorry', 'din', 'lock', 'keypad']",27
ham,"['u', 'got', 'persons', 'story']",28
ham,"['planning', 'come', 'chennai']",33
spam,"['tried', 'contact', 'reply', 'offer', 'Video', 'Phone', '750', 'anytime', 'network', 'mins', 'Half', 'Price', 'Line', 'Rental', 'Camcorder', 'Reply', 'call', '08000930705']",155
ham,"['God', 'created', 'gap', 'btwn', 'ur', 'fingers', 'dat', 'sum1', 'vry', 'special', 'fill', 'gaps', 'holding', 'ur', 'hands', 'plz', 'dont', 'ask', 'created', 'much', 'gap', 'legs']",157
ham,"['okay', 'Going', 'sleep', 'Later']",38
ham,"['Please', 'protect', 'ethreats', 'SIB', 'never', 'asks', 'sensitive', 'information', 'like', 'PasswordsATMSMS', 'PIN', 'thru', 'email', 'Never', 'share', 'password', 'anybody']",159
ham,"['Finally', 'happened', 'Aftr', 'decades', 'BEER', 'cheaper', 'PETROL', 'goverment', 'expects', 'us', 'DRINK', 'dont', 'DRIVE']",135
spam,"['£400', 'XMAS', 'REWARD', 'WAITING', 'computer', 'randomly', 'picked', 'loyal', 'mobile', 'customers', 'receive', '£400', 'reward', 'call', '09066380611']",156
ham,"['r', 'e', 'meeting', 'tmr']",22
ham,"['Lol', 'yes', 'add', 'spice', 'day']",48
ham,"['Hope', 'great', 'day']",32
ham,"['Prasanth', 'ettans', 'mother', 'passed', 'away', 'last', 'night', 'pray', 'family']",80
ham,"['K', 'Ill', 'work', 'something']",26
spam,"['PRIVATE', '2003', 'Account', 'Statement', 'shows', '800', 'unredeemed', 'points', 'Call', '08718738002', 'Identifier', 'Code', '48922', 'Expires', '211104']",136
ham,"['message', 'great', 'Doctor', 'India', '1', 'drink', 'APPY', 'FIZZ', 'contains', 'Cancer', 'causing', 'age']",106
ham,"['cant', 'pick', 'phone', 'right', 'Pls', 'send', 'message']",51
ham,"['call', 'tell', 'infront', 'Call']",56
ham,"['Ok', 'prob']",13
ham,"['Ladies', 'first', 'genus', 'second', 'k']",33
ham,"['Yes', 'please', 'swimming']",30
ham,"['Mum', 'going', 'robinson', 'already']",31
ham,"['Ok', 'set', 'let', 'u', 'noe', 'e', 'details', 'later']",35
ham,"['Nottel', 'software', 'name']",24
ham,"['send', 'print', 'outs', 'da']",26
ham,"['IM', 'REALY', 'SOZ', 'IMAT', 'MUMS', '2NITE', '2MORO']",49
ham,"['born', 'GOD', 'said', 'Oh', 'Another', 'IDIOT', 'born', 'GOD', 'said', 'OH', 'COMPETITION', 'knew', 'one', 'day', 'two', 'become', 'FREINDS', 'FOREVER']",159
ham,"['didnt', 'get', 'ur', 'full', 'msgsometext', 'missing', 'send']",59
ham,"['Probably', 'Im', 'almost', 'gas', 'get', 'cash', 'tomorrow']",64
spam,"['Customer', 'service', 'announcement', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call', '07099833605', 'reschedule', 'Ref9280114']",152
ham,"['forgot', '2', 'ask', 'ü', 'smth', 'Theres', 'card', 'da', 'present', 'lei', 'Ü', 'want', '2', 'write', 'smth', 'sign']",107
ham,"['Im', 'leaving', 'house']",25
spam,"['Hi', 'babe', 'Chloe', 'r', 'u', 'smashed', 'saturday', 'night', 'great', 'weekend', 'U', 'missing', 'SP', 'visionsmscom', 'Text', 'stop', 'stop', '150ptext']",160
ham,"['Ü', 'ready', 'call']",23
ham,"['Wewa', '130', 'Iriver', '255', '128', 'mb']",36
ham,"['good', 'thing', 'Im', 'getting', 'connection', 'bw']",55
ham,"['Sry', 'dajst', 'nw', 'came', 'home']",36
ham,"['Thats', 'cool', 'hell', 'night', 'lemme', 'know', 'youre', 'around']",66
ham,"['staying', 'town']",25
ham,"['Haha', 'yeah', '2', 'oz', 'kind', 'shitload']",37
ham,"['Ok', 'u', 'take', 'shopping', 'u', 'get', 'paid']",44
ham,"['life', 'Means', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'calls', 'friends', 'call', 'World', 'Ge']",160
ham,"['Alright', 'well', 'bring', 'see', 'like', 'ltgt', 'mins']",63
ham,"['pls', 'dont', 'play', 'others', 'life']",33
ham,"['Eatin', 'lunch']",17
ham,"['Hmmmbut', 'give', 'one', 'day']",40
ham,"['Didnt', 'try', 'g', 'decided', 'head']",43
ham,"['Ok', 'prob']",10
ham,"['Surly', 'ill', 'give', 'coming', 'review']",51
ham,"['march', 'ending', 'ready', 'call', 'sure', 'problem', 'capital', 'never', 'complete', 'far', 'Hows', 'work', 'ladies']",154
ham,"['Tessypls', 'favor', 'Pls', 'convey', 'birthday', 'wishes', 'Nimyapls', 'dnt', 'forget', 'Today', 'birthday', 'Shijas']",113
ham,"['Pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'loads', 'sugar', 'take', 'hour', 'give', 'water', 'slowly']",147
spam,"['URGENT', 'Mobile', '07808726822', 'awarded', '£2000', 'Bonus', 'Caller', 'Prize', '020903', '2nd', 'attempt', 'contact', 'Call', '08718729758', 'BOX95QU']",154
ham,"['guy', 'gets', 'used', 'dumb', 'realize']",50
ham,"['Okey', 'dokey', 'i‘ll', 'bit', 'sorting', 'stuff']",62
ham,"['dawhats', 'plan']",26
ham,"['Yes', 'fine']",9
spam,"['WIN', 'winner', 'Mr', 'Foley', 'iPod', 'exciting', 'prizes', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'wwwwin82050couk']",132
ham,"['liked', 'new', 'mobile']",22
ham,['Anytime'],10
ham,"['Mmmmmmm', 'snuggles', 'deep', 'contented', 'sigh', 'whispers', 'fucking', 'love', 'much', 'barely', 'stand']",124
ham,"['Yar', 'say', 'got', 'error']",32
ham,"['Hey', 'anyway']",24
ham,"['Wow', 'healthy', 'Old', 'airport', 'rd', 'lor', 'Cant', 'thk', 'anything', 'else', 'ill', 'b', 'bathing', 'dog', 'later']",95
ham,"['Wif', 'family', 'booking', 'tour', 'package']",35
ham,"['say', 'bold', 'torch', 'later', 'one', 'torch', '2bold']",59
ham,"['Haha', 'awesome', 'might', 'need', 'take', 'doin', 'tonight']",73
ham,"['Ya', 'knw', 'u', 'vl', 'givits', 'ok', 'thanks', 'kanoanyway', 'enjoy', 'wit', 'ur', 'family', 'wit', '1st', 'salary']",88
ham,"['Huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'U', '2', 'days', '4', 'leh']",77
ham,"['Thats', 'cool', 'princess', 'cover', 'face', 'hot', 'sticky', 'cum']",64
